Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
lp-pl118,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pl118-4-l.webp,4,
lp-pl119,"Opbouw dubbele wandcontactdoos zonder randaarde, bruin","<p>Budgetlijn schakelmateriaal voor bijgebouwen, kelders en tijdelijke installaties. Compleet met afdekraam, in wit en bruin, inbouw en opbouw.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Opbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PLANA,"PLANA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PL119,9.19,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pl119-1-l.webp,1,active
lp-pl120,"Opbouw dubbele wandcontactdoos met randaarde, bruin","<p>Budgetlijn schakelmateriaal voor bijgebouwen, kelders en tijdelijke installaties. Compleet met afdekraam, in wit en bruin, inbouw en opbouw.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Opbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PLANA,"PLANA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PL120,11.95,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pl120-1-l.webp,1,active
lp-pl120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pl120-2-l.webp,2,
lp-pl120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pl120-3-l.webp,3,
lp-pl120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pl120-4-l.webp,4,
lp-po101,"LED paaltoparmatuur 30-60W instelbaar 9.600 lm 2200-4000K, symmetrisch","<p>Moderne LED paaltoparmatuur met vermogen en kleurtemperatuur instelbaar via afstandsbediening (30/40/60 W, 2200/3000/4000 K). Lumileds-leds, IP66, symmetrische of asymmetrische lichtverdeling. Past op masten van 60 tot 80 mm. Voor parken, woonwijken en bedrijfsterreinen.</p><ul><li>Vermogen en CCT instelbaar</li><li>IP66</li><li>Symmetrisch of asymmetrisch</li><li>Mast 60-80 mm</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>30W / 40W / 60W</td></tr><tr><td>Lichtstroom</td><td>9.600 lm</td></tr><tr><td>Kleurtemperatuur</td><td>2200K / 3000K / 4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 70</td></tr><tr><td>Lichtverdeling</td><td>90°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Mastopname</td><td>Ø 60-80 mm</td></tr><tr><td>IP-klasse</td><td>IP66</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 2 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,POLARIS,"POLARIS,B2B,Paaltoparmaturen modern",TRUE,Title,Default Title,LP-PO101,385.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-po101-1-l.webp,1,active
lp-po101,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po101-2-l.webp,2,
lp-po101,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po101-3-l.webp,3,
lp-po101,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po101-4-l.webp,4,
lp-po102,"LED paaltoparmatuur 30-60W instelbaar 9.600 lm 2200-4000K, asymmetrisch","<p>Moderne LED paaltoparmatuur met vermogen en kleurtemperatuur instelbaar via afstandsbediening (30/40/60 W, 2200/3000/4000 K). Lumileds-leds, IP66, symmetrische of asymmetrische lichtverdeling. Past op masten van 60 tot 80 mm. Voor parken, woonwijken en bedrijfsterreinen.</p><ul><li>Vermogen en CCT instelbaar</li><li>IP66</li><li>Symmetrisch of asymmetrisch</li><li>Mast 60-80 mm</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>30W / 40W / 60W</td></tr><tr><td>Lichtstroom</td><td>9.600 lm</td></tr><tr><td>Kleurtemperatuur</td><td>2200K / 3000K / 4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 70</td></tr><tr><td>Lichtverdeling</td><td>TP III</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>Lumileds</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Mastopname</td><td>Ø 60-80 mm</td></tr><tr><td>IP-klasse</td><td>IP66</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 2 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,POLARIS,"POLARIS,B2B,Paaltoparmaturen modern",TRUE,Title,Default Title,LP-PO102,385.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-po102-1-l.webp,1,active
lp-po102,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po102-2-l.webp,2,
lp-po102,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po102-3-l.webp,3,
lp-po102,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po102-4-l.webp,4,
lp-po103,Afstandsbediening vermogen en kleurtemperatuur,<p>Afstandsbediening vermogen en kleurtemperatuur. Toebehoren voor de led paaltoparmatuur uit de serie POLARIS.</p><ul><li>Past op de armaturen uit deze serie</li><li>Direct uit voorraad</li></ul><h3>Specificaties</h3><table><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 2 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>,Lichtplein,POLARIS,"POLARIS,B2B,Toebehoren",TRUE,Title,Default Title,LP-PO103,13.25,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-po103-1-l.webp,1,active
lp-po103,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po103-2-l.webp,2,
lp-po104,LED paaltoparmatuur klassiek 40W 4.000 lm 4000K,"<p>Klassieke LED paaltoparmatuur in lantaarnstijl met grijze behuizing, 140 lm/W en CREE-leds. Past op masten van 80 mm. Voor historische centra, parken en landgoederen.</p><ul><li>Klassiek lantaarnmodel</li><li>140 lm/W</li><li>CREE-leds</li><li>Mast 80 mm</li><li>5 jaar garantie</li></ul><h3>Specificaties</h3><table><tr><td>Vermogen</td><td>40W</td></tr><tr><td>Lichtstroom</td><td>4.000 lm</td></tr><tr><td>Lichtrendement</td><td>140 lm/W</td></tr><tr><td>Kleurtemperatuur</td><td>4000K</td></tr><tr><td>Kleurweergave (CRI)</td><td>&gt; 70</td></tr><tr><td>Lichtverdeling</td><td>120°</td></tr><tr><td>Driver</td><td>Sosen</td></tr><tr><td>LED-chip</td><td>CREE</td></tr><tr><td>Dimming en besturing</td><td>niet dimbaar</td></tr><tr><td>Mastopname</td><td>Ø 80 mm</td></tr><tr><td>IP-klasse</td><td>IP66</td></tr><tr><td>Garantie</td><td>5 jaar</td></tr></table><p>Minimale afname 1 stuk. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,POLARIS,"POLARIS,B2B,Paaltoparmaturen klassiek",TRUE,Title,Default Title,LP-PO104,319.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-po104-1-l.webp,1,active
lp-po104,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po104-2-l.webp,2,
lp-po104,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-po104-3-l.webp,3,
lp-pr101,"Enkelpolige schakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR101,10.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr101-1-l.webp,1,active
lp-pr101,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr101-2-l.webp,2,
lp-pr101,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr101-3-l.webp,3,
lp-pr101,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr101-4-l.webp,4,
lp-pr102,"Enkelpolige schakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR102,8.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr102-1-l.webp,1,active
lp-pr102,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr102-2-l.webp,2,
lp-pr102,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr102-3-l.webp,3,
lp-pr102,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr102-4-l.webp,4,
lp-pr103,"Enkelpolige schakelaar, wit, set van 10","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR103,85.65,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr103-1-l.webp,1,active
lp-pr103,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr103-2-l.webp,2,
lp-pr103,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr103-3-l.webp,3,
lp-pr103,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr103-4-l.webp,4,
lp-pr104,"Pulsdrukker enkel, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR104,9.25,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr104-1-l.webp,1,active
lp-pr104,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr104-2-l.webp,2,
lp-pr104,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr104-3-l.webp,3,
lp-pr105,"Serieschakelaar (2-voudig), wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR105,11.29,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr105-1-l.webp,1,active
lp-pr105,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr105-2-l.webp,2,
lp-pr105,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr105-3-l.webp,3,
lp-pr105,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr105-4-l.webp,4,
lp-pr106,"Serieschakelaar (2-voudig), wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR106,10.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr106-1-l.webp,1,active
lp-pr107,"Serieschakelaar (2-voudig), wit, set van 10","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR107,97.55,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr107-1-l.webp,1,active
lp-pr108,"Drievoudige schakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR108,16.55,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr108-1-l.webp,1,active
lp-pr109,"Drievoudige schakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR109,15.35,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr109-1-l.webp,1,active
lp-pr110,"Enkelpolige schakelaar IP44, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR110,15.25,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr110-1-l.webp,1,active
lp-pr111,"Serieschakelaar (2-voudig) IP44, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR111,16.45,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr111-1-l.webp,1,active
lp-pr111,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr111-2-l.webp,2,
lp-pr112,"Enkelpolige schakelaar met controlelampje, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR112,12.45,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr112-1-l.webp,1,active
lp-pr113,"Enkelpolige schakelaar met controlelampje, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR113,11.29,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr113-1-l.webp,1,active
lp-pr114,"Serieschakelaar (2-voudig) met controlelampje, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR114,13.69,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr114-1-l.webp,1,active
lp-pr114,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr114-2-l.webp,2,
lp-pr115,"Serieschakelaar (2-voudig) met controlelampje, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR115,12.45,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr115-1-l.webp,1,active
lp-pr115,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr115-2-l.webp,2,
lp-pr116,"Wisselschakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR116,11.25,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr116-1-l.webp,1,active
